DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,10:13:23,0,Rebo,1571300004840,Rebo Start?,TUTOR
2019-10-17,10:13:37,0,Pat,1571300017672,yap,
2019-10-17,10:13:42,0,Pat,1571300022255,jap,AFFIRMATIVE
2019-10-17,10:13:42,0,Rebo,1571300022864,Let's get started.,TUTOR
2019-10-17,10:13:42,0,Rebo,1571300024866,Hi,TUTOR
2019-10-17,10:13:42,0,Rebo,1571300024868,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2019-10-17,10:13:52,0,Pat,1571300034580,alles gut gelaufen. War eine ziemlich gemütliche Aufgabe die wir zu erledigen hattten.,POSITIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,10:16:29,0,Rebo,1571300190679,Rebo Start?,TUTOR
2019-10-17,10:16:35,0,Pat,1571300195221,sure,AFFIRMATIVE
2019-10-17,10:16:35,0,Rebo,1571300196699,Let's get started.,TUTOR
2019-10-17,10:16:35,0,Rebo,1571300198700,Hallo,TUTOR
2019-10-17,10:16:35,0,Rebo,1571300198701,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2019-10-17,10:17:03,0,Pat,1571300223196,gut,POSITIVE
2019-10-17,10:17:06,0,Rebo,1571300226714,,TUTOR
2019-10-17,10:17:06,0,Rebo,1571300226715,Toll zu hören! Was macht diese Aufgabe für dich intressant?,TUTOR
2019-10-17,10:17:26,0,Pat,1571300246785,alles,
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,10:20:25,0,Rebo,1571300426642,Rebo Start?,TUTOR
2019-10-17,10:20:41,0,Pat,1571300441550,sure,AFFIRMATIVE
2019-10-17,10:20:41,0,Rebo,1571300442666,Let's get started.,TUTOR
2019-10-17,10:20:41,0,Rebo,1571300444669,Hey,TUTOR
2019-10-17,10:20:41,0,Rebo,1571300444670,Experience Test 3.Phrase,TUTOR
2019-10-17,10:21:01,0,Pat,1571300463884,alles gut gelaufen. War eine ziemlich gemütliche Aufgabe die wir zu erledigen hattten.,POSITIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,10:22:10,0,Rebo,1571300532441,Rebo Start?,TUTOR
2019-10-17,10:22:15,0,Pat,1571300535527,yes,AFFIRMATIVE
2019-10-17,10:22:15,0,Rebo,1571300536459,Let's get started.,TUTOR
2019-10-17,10:22:15,0,Rebo,1571300538462,Hallo,TUTOR
2019-10-17,10:22:15,0,Rebo,1571300538463,Experience Test 3.Phrase,TUTOR
2019-10-17,10:22:28,0,Pat,1571300550024,alles gut gelaufen. War eine ziemlich nette aufgabe.,POSITIVE
2019-10-17,10:22:30,0,Rebo,1571300552470,,TUTOR
2019-10-17,10:22:30,0,Rebo,1571300552471,Toll zu hören! Was macht diese Aufgabe für dich intressant?,TUTOR
2019-10-17,10:25:31,0,Rebo,1571300732535,,TUTOR
2019-10-17,10:25:31,0,Rebo,1571300732537,Auf was würdest du beim nächsten mal mehr achten?,TUTOR
2019-10-17,10:25:57,0,Pat,1571300757908,alles genauer machen,
2019-10-17,10:26:01,0,Rebo,1571300762548,,TUTOR
2019-10-17,10:26:01,0,Rebo,1571300762549,Schönen Tag noch.,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,10:38:08,0,Rebo,1571301489632,Rebo Start?,TUTOR
2019-10-17,10:38:12,0,Pat,1571301492994,yes,AFFIRMATIVE
2019-10-17,10:38:18,0,Rebo,1571301499667,Let's get started.,TUTOR
2019-10-17,10:38:18,0,Rebo,1571301501670,Hey,TUTOR
2019-10-17,10:38:18,0,Rebo,1571301501672,Experience Test 3.Phrase,TUTOR
2019-10-17,10:38:26,0,Pat,1571301506485,alles gut,POSITIVE
2019-10-17,10:38:28,0,Rebo,1571301509678,,TUTOR
2019-10-17,10:38:28,0,Rebo,1571301509680,Was hat dir dabei am besten gefallen?,TUTOR
2019-10-17,10:38:41,0,Pat,1571301521326,feilen,
2019-10-17,10:38:44,0,Rebo,1571301525688,,TUTOR
2019-10-17,10:38:44,0,Rebo,1571301525690,Auf was würdest du beim nächsten mal mehr achten?,TUTOR
2019-10-17,10:39:18,0,Pat,1571301559063,plan zeichnen,
2019-10-17,10:39:20,0,Rebo,1571301561707,,TUTOR
2019-10-17,10:39:20,0,Rebo,1571301561708,"Danke, dass du das mit mir besprochen hast!",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,10:46:14,0,Rebo,1571301976405,Rebo Start?,TUTOR
2019-10-17,10:46:24,0,Pat,1571301984199,yes,AFFIRMATIVE
2019-10-17,10:46:24,0,Rebo,1571301984448,Let's get started.,TUTOR
2019-10-17,10:46:24,0,Rebo,1571301986451,Hey,TUTOR
2019-10-17,10:46:24,0,Rebo,1571301986451,Wie zufrieden bist du mit deinem Ergebniss?,TUTOR
2019-10-17,10:46:37,0,Pat,1571301998948,sehr zufrieden. Es ist alles gut gelaufen,POSITIVE
2019-10-17,10:46:39,0,Rebo,1571302000465,,TUTOR
2019-10-17,10:46:39,0,Rebo,1571302000466,Toll zu hören! Was macht diese Aufgabe für dich intressant?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:16:44,0,Rebo,1571303804706,Rebo Start?,TUTOR
2019-10-17,11:16:48,0,Pat,1571303808615,yes,AFFIRMATIVE
2019-10-17,11:16:53,0,Rebo,1571303814742,Let's get started.,TUTOR
2019-10-17,11:16:57,0,Rebo,1571303818746,Hey,TUTOR
2019-10-17,11:16:57,0,Rebo,1571303818747,Wie zufrieden bist du mit deinem Ergebniss?,TUTOR
2019-10-17,11:17:14,0,Pat,1571303834899,sehr zufrieden. alles gut gelaufen,POSITIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:21:39,0,Rebo,1571304100828,Rebo Start?,TUTOR
2019-10-17,11:21:48,0,Pat,1571304108508,yes,AFFIRMATIVE
2019-10-17,11:21:48,0,Rebo,1571304108867,Let's get started.,TUTOR
2019-10-17,11:22:04,0,Rebo,1571304126879,Hi,TUTOR
2019-10-17,11:22:04,0,Rebo,1571304126880,Experience Test 3.Phrase,TUTOR
2019-10-17,11:22:12,0,Pat,1571304132920,alles gut gelaufen,POSITIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:24:32,0,Rebo,1571304274526,Rebo Start?,TUTOR
2019-10-17,11:24:42,0,Pat,1571304282224,ja,AFFIRMATIVE
2019-10-17,11:24:42,0,Rebo,1571304282548,Let's get started.,TUTOR
2019-10-17,11:24:42,0,Rebo,1571304284551,Hey,TUTOR
2019-10-17,11:24:42,0,Rebo,1571304284552,Wie zufrieden bist du mit deinem Ergebniss?,TUTOR
2019-10-17,11:24:48,0,Pat,1571304289080,sehr zufrieden,
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:25:46,0,Rebo,1571304348213,Rebo Start?,TUTOR
2019-10-17,11:25:52,0,Pat,1571304352184,yes,AFFIRMATIVE
2019-10-17,11:25:52,0,Rebo,1571304352231,Let's get started.,TUTOR
2019-10-17,11:25:52,0,Rebo,1571304354234,Hey,TUTOR
2019-10-17,11:25:52,0,Rebo,1571304354235,Experience Test 3.Phrase,TUTOR
2019-10-17,11:26:12,0,Pat,1571304373114,"alles gut gelaufen, ziemlich einfache aufgabenstellung",POSITIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:28:29,0,Rebo,1571304511020,Rebo Start?,TUTOR
2019-10-17,11:28:34,0,Pat,1571304514782,yes,AFFIRMATIVE
2019-10-17,11:28:34,0,Rebo,1571304515040,Let's get started.,TUTOR
2019-10-17,11:28:34,0,Rebo,1571304517048,Hi,TUTOR
2019-10-17,11:28:34,0,Rebo,1571304517049,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2019-10-17,11:28:45,0,Pat,1571304525534,alles gut gegangen einfach,POSITIVE
2019-10-17,11:28:50,0,Rebo,1571304531056,,TUTOR
2019-10-17,11:28:50,0,Rebo,1571304531058,Toll zu hören! Was macht diese Aufgabe für dich intressant?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:29:32,0,Rebo,1571304574095,Rebo Start?,TUTOR
2019-10-17,11:29:37,0,Pat,1571304577737,yes,AFFIRMATIVE
2019-10-17,11:29:37,0,Rebo,1571304578125,Let's get started.,TUTOR
2019-10-17,11:29:45,0,Rebo,1571304586130,Hi,TUTOR
2019-10-17,11:29:45,0,Rebo,1571304586131,Wie zufrieden bist du mit deinem Ergebniss?,TUTOR
2019-10-17,11:29:51,0,Pat,1571304591429,gut,POSITIVE
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:32:38,0,Rebo,1571304759838,Rebo Start?,TUTOR
2019-10-17,11:32:45,0,Pat,1571304765485,jap,AFFIRMATIVE
2019-10-17,11:32:45,0,Rebo,1571304765861,Let's get started.,TUTOR
2019-10-17,11:32:45,0,Rebo,1571304767863,Hi,TUTOR
2019-10-17,11:32:45,0,Rebo,1571304767864,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2019-10-17,11:32:51,0,Pat,1571304771318,gut,POSITIVE
2019-10-17,11:32:55,0,Rebo,1571304775869,Toll zu hören! Was macht diese Aufgabe für dich intressant?,TUTOR
2019-10-17,11:33:01,0,Pat,1571304781451,alles,
2019-10-17,11:33:06,0,Rebo,1571304787875,Was würdest du beim nächsten mal anders machen?,TUTOR
2019-10-17,11:33:17,0,Pat,1571304797998,genauer arbeiten und zeit nehmen,
2019-10-17,11:33:21,0,Rebo,1571304801884,Schönen Tag noch.,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:47:02,0,Rebo,1571305624398,Rebo Start?,TUTOR
2019-10-17,11:47:06,0,Pat,1571305626492,yes,AFFIRMATIVE
2019-10-17,11:47:06,0,Rebo,1571305628417,Let's get started.,TUTOR
2019-10-17,11:47:06,0,Rebo,1571305630420,Hey,TUTOR
2019-10-17,11:47:06,0,Rebo,1571305630421,Experience Test 3.Phrase,TUTOR
2019-10-17,11:47:26,0,Pat,1571305647005,hat nicht nein ungut schwer,NEGATIVE
2019-10-17,11:47:27,0,Rebo,1571305648430,Oje! Was war denn das Problem?,TUTOR
2019-10-17,11:47:27,0,Rebo,1571305648432,"Welchen Tipp könntest du einem jüngeren Lehrling geben, der einen solchen Auftrag zum ersten Mal ausführt?",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:49:29,0,Rebo,1571305769240,Rebo Start?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:50:17,0,Rebo,1571305819289,Rebo Start?,TUTOR
2019-10-17,11:50:22,0,Pat,1571305822663,ja,AFFIRMATIVE
2019-10-17,11:50:22,0,Rebo,1571305823312,Let's get started.,TUTOR
2019-10-17,11:50:22,0,Rebo,1571305825314,Hey,TUTOR
2019-10-17,11:50:22,0,Rebo,1571305825315,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2019-10-17,11:50:33,0,Pat,1571305833297,schwer nein nope hart,NEGATIVE
2019-10-17,11:50:38,0,Rebo,1571305839323,Wobei hattest du die meisten Schwierigkeiten?,TUTOR
2019-10-17,11:50:43,0,Pat,1571305843127,nofa,
2019-10-17,11:50:43,0,Rebo,1571305843326,Was würdest du beim nächsten mal anders machen?,TUTOR
2019-10-17,11:50:45,0,Pat,1571305845384,fs,
2019-10-17,11:50:48,0,Rebo,1571305849330,"Danke, dass du das mit mir besprochen hast!",TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-10-17,11:52:25,0,Rebo,1571305945455,Rebo Start?,TUTOR
2019-10-17,11:52:36,0,Pat,1571305956724,yes,AFFIRMATIVE
2019-10-17,11:52:36,0,Rebo,1571305957478,Let's get started.,TUTOR
2019-10-17,11:52:36,0,Rebo,1571305959481,Hallo,TUTOR
2019-10-17,11:52:36,0,Rebo,1571305959482,Experience Test 3.Phrase,TUTOR
2019-10-17,11:52:46,0,Pat,1571305966419,test neutral123,
2019-10-17,11:55:36,0,Rebo,1571306137567,Neutral Experience FollowUp 3.Phrase,TUTOR
2019-10-17,11:56:27,0,Pat,1571306187189,fd,
2019-10-17,11:56:28,0,Rebo,1571306189586,"Welchen Tipp könntest du einem jüngeren Lehrling geben, der einen solchen Auftrag zum ersten Mal ausführt?",TUTOR
2019-10-17,11:56:37,0,Pat,1571306197215,genau sein,
2019-10-17,11:56:38,0,Rebo,1571306199592,Schönen Tag noch.,TUTOR
